slot,round,player,position,count,pct,n_sims
5,8,Aaron Jones,RB,2,2.0,100
5,9,Josh Downs,WR,33,33.0,100
5,9,Chuba Hubbard,RB,26,26.0,100
5,9,Aaron Jones,RB,24,24.0,100
5,9,Kenny Gainwell,RB,8,8.0,100
5,9,Rico Dowdle,RB,6,6.0,100
5,9,Jared Goff,QB,3,3.0,100
5,10,Josh Downs,WR,24,24.0,100
5,10,Rashid Shaheed,WR,18,18.0,100
5,10,Kenny Gainwell,RB,18,18.0,100
5,10,RJ Harvey,RB,14,14.0,100
5,10,J.K. Dobbins,RB,12,12.0,100
5,10,Aaron Jones,RB,7,7.0,100
5,10,Jared Goff,QB,6,6.0,100
5,10,Rhamondre Stevenson,RB,1,1.0,100
5,11,Khalil Shakir,WR,47,47.0,100
5,11,Quentin Johnston,WR,46,46.0,100
5,11,Xavier Worthy,WR,3,3.0,100
5,11,RJ Harvey,RB,1,1.0,100
5,11,Blake Corum,RB,1,1.0,100
5,11,Jacory Croskey-Merritt,RB,1,1.0,100
5,11,Rachaad White,RB,1,1.0,100
5,12,Quentin Johnston,WR,32,32.0,100
5,12,Jacory Croskey-Merritt,RB,23,23.0,100
5,12,Tre Tucker,WR,14,14.0,100
5,12,Blake Corum,RB,12,12.0,100
5,12,Xavier Worthy,WR,10,10.0,100
5,12,Josh Downs,WR,7,7.0,100
5,12,RJ Harvey,RB,1,1.0,100
5,12,Jordan Mason,RB,1,1.0,100
5,13,Tre Tucker,WR,41,41.0,100
5,13,Jordan Mason,RB,15,15.0,100
5,13,Zach Charbonnet,RB,12,12.0,100
5,13,Xavier Worthy,WR,11,11.0,100
5,13,Blake Corum,RB,9,9.0,100
5,13,Jacory Croskey-Merritt,RB,8,8.0,100
5,13,Josh Downs,WR,3,3.0,100
5,13,Jerry Jeudy,WR,1,1.0,100
5,14,Tre Tucker,WR,38,38.0,100
5,14,Zach Charbonnet,RB,22,22.0,100
5,14,Jordan Mason,RB,16,16.0,100
5,14,Alvin Kamara,RB,14,14.0,100
5,14,Jerry Jeudy,WR,6,6.0,100
5,14,Xavier Worthy,WR,3,3.0,100
5,14,Blake Corum,RB,1,1.0,100
5,15,Jerry Jeudy,WR,32,32.0,100
5,15,Zach Charbonnet,RB,26,26.0,100
5,15,Alvin Kamara,RB,17,17.0,100
5,15,Jordan Mason,RB,9,9.0,100
5,15,Isiah Pacheco,RB,6,6.0,100
5,15,Brenton Strange,TE,4,4.0,100
5,15,Tre Tucker,WR,2,2.0,100
5,15,Chris Rodriguez,RB,2,2.0,100
5,15,Mason Taylor,TE,1,1.0,100
5,15,Woody Marks,RB,1,1.0,100
5,16,Jake Bates,K,27,27.0,100
5,16,Harrison Butker,K,26,26.0,100
5,16,Eddy Pineiro,K,24,24.0,100
5,16,Tyler Loop,K,18,18.0,100
5,16,Cairo Santos,K,5,5.0,100
6,1,Christian McCaffrey,RB,51,51.0,100
6,1,Amon-Ra St. Brown,WR,21,21.0,100
6,1,Ja'Marr Chase,WR,21,21.0,100
6,1,Puka Nacua,WR,7,7.0,100
6,2,Josh Allen,QB,56,56.0,100
6,2,Trey McBride,TE,21,21.0,100
6,2,Drake London,WR,15,15.0,100
6,2,Ashton Jeanty,RB,4,4.0,100
6,2,Rashee Rice,WR,4,4.0,100
6,3,Javonte Williams,RB,49,49.0,100
6,3,Chris Olave,WR,27,27.0,100
6,3,Kenneth Walker,RB,11,11.0,100
6,3,Chase Brown,RB,4,4.0,100
6,3,Breece Hall,RB,3,3.0,100
6,3,Nico Collins,WR,3,3.0,100
6,3,A.J. Brown,WR,3,3.0,100
6,4,Malik Nabers,WR,22,22.0,100
6,4,Travis Etienne,RB,19,19.0,100
6,4,Cam Skattebo,RB,18,18.0,100
6,4,Ladd McConkey,WR,15,15.0,100
6,4,Zay Flowers,WR,9,9.0,100
6,4,Bucky Irving,RB,9,9.0,100
6,4,Kyren Williams,RB,6,6.0,100
6,4,Colston Loveland,TE,1,1.0,100
6,4,Emeka Egbuka,WR,1,1.0,100
6,5,D'Andre Swift,RB,30,30.0,100
6,5,Parker Washington,WR,24,24.0,100
6,5,Terry McLaurin,WR,20,20.0,100
6,5,Ladd McConkey,WR,11,11.0,100
6,5,Bucky Irving,RB,11,11.0,100
6,5,Quinshon Judkins,RB,3,3.0,100
6,5,TreVeyon Henderson,RB,1,1.0,100
6,6,Travis Kelce,TE,44,44.0,100
6,6,D'Andre Swift,RB,14,14.0,100
6,6,Bhayshul Tuten,RB,13,13.0,100
6,6,Sam LaPorta,TE,8,8.0,100
6,6,Matthew Stafford,QB,8,8.0,100
6,6,TreVeyon Henderson,RB,5,5.0,100
6,6,David Montgomery,RB,3,3.0,100
6,6,Parker Washington,WR,3,3.0,100
6,6,Harold Fannin,TE,2,2.0,100
6,7,Parker Washington,WR,51,51.0,100
6,7,Travis Kelce,TE,20,20.0,100
6,7,Alec Pierce,WR,10,10.0,100
6,7,Mike Evans,WR,8,8.0,100
6,7,Tony Pollard,RB,5,5.0,100
6,7,Tucker Kraft,TE,2,2.0,100
6,7,George Kittle,TE,2,2.0,100
6,7,Bhayshul Tuten,RB,1,1.0,100
6,7,Jaylen Warren,RB,1,1.0,100
6,8,Jaylen Warren,RB,29,29.0,100
6,8,Rico Dowdle,RB,26,26.0,100
6,8,Brock Purdy,QB,13,13.0,100
6,8,Bo Nix,QB,11,11.0,100
6,8,Parker Washington,WR,7,7.0,100
6,8,Chuba Hubbard,RB,6,6.0,100
6,8,Aaron Jones,RB,2,2.0,100
6,8,Alec Pierce,WR,2,2.0,100
6,8,Dak Prescott,QB,1,1.0,100
6,8,Josh Downs,WR,1,1.0,100
6,8,Mike Evans,WR,1,1.0,100
6,8,Patrick Mahomes,QB,1,1.0,100
6,9,Aaron Jones,RB,46,46.0,100
6,9,Josh Downs,WR,19,19.0,100
6,9,Chuba Hubbard,RB,13,13.0,100
6,9,Kenny Gainwell,RB,10,10.0,100
6,9,Rico Dowdle,RB,7,7.0,100
6,9,Jared Goff,QB,2,2.0,100
6,9,J.K. Dobbins,RB,1,1.0,100
6,9,Rhamondre Stevenson,RB,1,1.0,100
6,9,Christian Watson,WR,1,1.0,100
6,10,Josh Downs,WR,43,43.0,100
6,10,Kenny Gainwell,RB,18,18.0,100
6,10,J.K. Dobbins,RB,17,17.0,100
6,10,Jared Goff,QB,8,8.0,100
6,10,Rashid Shaheed,WR,5,5.0,100
6,10,RJ Harvey,RB,5,5.0,100
6,10,Aaron Jones,RB,3,3.0,100
6,10,Rhamondre Stevenson,RB,1,1.0,100
6,11,Quentin Johnston,WR,42,42.0,100
6,11,Khalil Shakir,WR,42,42.0,100
6,11,Jacory Croskey-Merritt,RB,7,7.0,100
6,11,Xavier Worthy,WR,5,5.0,100
6,11,Jordan Mason,RB,1,1.0,100
6,11,Blake Corum,RB,1,1.0,100
6,11,Kyle Monangai,RB,1,1.0,100
6,11,Josh Downs,WR,1,1.0,100
6,12,Quentin Johnston,WR,27,27.0,100
6,12,Tre Tucker,WR,19,19.0,100
6,12,Jacory Croskey-Merritt,RB,18,18.0,100
6,12,Blake Corum,RB,16,16.0,100
6,12,Xavier Worthy,WR,8,8.0,100
6,12,Josh Downs,WR,6,6.0,100
6,12,Khalil Shakir,WR,4,4.0,100
6,12,RJ Harvey,RB,1,1.0,100
6,12,Jordan Mason,RB,1,1.0,100
6,13,Tre Tucker,WR,40,40.0,100
6,13,Jordan Mason,RB,16,16.0,100
6,13,Zach Charbonnet,RB,13,13.0,100
6,13,Xavier Worthy,WR,9,9.0,100
6,13,Jacory Croskey-Merritt,RB,9,9.0,100
6,13,Alvin Kamara,RB,6,6.0,100
6,13,Josh Downs,WR,3,3.0,100
6,13,Jerry Jeudy,WR,2,2.0,100
6,13,Blake Corum,RB,2,2.0,100
6,14,Tre Tucker,WR,32,32.0,100
6,14,Zach Charbonnet,RB,27,27.0,100
6,14,Jordan Mason,RB,18,18.0,100
6,14,Alvin Kamara,RB,9,9.0,100
6,14,Jerry Jeudy,WR,7,7.0,100
6,14,Xavier Worthy,WR,3,3.0,100
6,14,Jacory Croskey-Merritt,RB,1,1.0,100
6,14,Blake Corum,RB,1,1.0,100
6,14,Isiah Pacheco,RB,1,1.0,100
6,14,Quentin Johnston,WR,1,1.0,100
6,15,Zach Charbonnet,RB,26,26.0,100
6,15,Jerry Jeudy,WR,24,24.0,100
6,15,Alvin Kamara,RB,19,19.0,100
6,15,Isiah Pacheco,RB,14,14.0,100
6,15,Brenton Strange,TE,7,7.0,100
6,15,Jordan Mason,RB,4,4.0,100
6,15,Chris Rodriguez,RB,3,3.0,100
6,15,Tre Tucker,WR,2,2.0,100
6,15,Terrance Ferguson,TE,1,1.0,100
6,16,Eddy Pineiro,K,32,32.0,100
6,16,Harrison Butker,K,24,24.0,100
6,16,Tyler Loop,K,18,18.0,100
6,16,Jake Bates,K,16,16.0,100
6,16,Cairo Santos,K,7,7.0,100
6,16,Chase McLaughlin,K,3,3.0,100
7,1,Amon-Ra St. Brown,WR,64,64.0,100
7,1,Christian McCaffrey,RB,27,27.0,100
7,1,Ja'Marr Chase,WR,5,5.0,100
7,1,Jaxon Smith-Njigba,WR,4,4.0,100
7,2,Josh Allen,QB,48,48.0,100
7,2,Trey McBride,TE,21,21.0,100
7,2,Drake London,WR,17,17.0,100
7,2,Ashton Jeanty,RB,14,14.0,100
7,3,Javonte Williams,RB,70,70.0,100
7,3,Chris Olave,WR,11,11.0,100
7,3,Kyren Williams,RB,8,8.0,100
7,3,Breece Hall,RB,5,5.0,100
7,3,Kenneth Walker,RB,3,3.0,100
7,3,Zay Flowers,WR,2,2.0,100
7,3,Nico Collins,WR,1,1.0,100
7,4,Malik Nabers,WR,31,31.0,100
7,4,Zay Flowers,WR,19,19.0,100
7,4,Travis Etienne,RB,14,14.0,100
7,4,Cam Skattebo,RB,13,13.0,100
7,4,Ladd McConkey,WR,11,11.0,100
7,4,Kyren Williams,RB,5,5.0,100
7,4,Bucky Irving,RB,5,5.0,100
7,4,Garrett Wilson,WR,1,1.0,100
7,4,DeVonta Smith,WR,1,1.0,100
7,5,D'Andre Swift,RB,47,47.0,100
7,5,Parker Washington,WR,20,20.0,100
7,5,Bucky Irving,RB,11,11.0,100
7,5,Terry McLaurin,WR,10,10.0,100
7,5,Ladd McConkey,WR,7,7.0,100
7,5,TreVeyon Henderson,RB,4,4.0,100
7,5,Quinshon Judkins,RB,1,1.0,100
7,6,Travis Kelce,TE,40,40.0,100
7,6,Bhayshul Tuten,RB,18,18.0,100
7,6,D'Andre Swift,RB,13,13.0,100
7,6,Matthew Stafford,QB,9,9.0,100
7,6,Sam LaPorta,TE,9,9.0,100
7,6,TreVeyon Henderson,RB,5,5.0,100
7,6,Parker Washington,WR,2,2.0,100
7,6,Kyle Pitts,TE,2,2.0,100
7,6,David Montgomery,RB,2,2.0,100
7,7,Parker Washington,WR,52,52.0,100
7,7,Travis Kelce,TE,24,24.0,100
7,7,Alec Pierce,WR,8,8.0,100
7,7,Tony Pollard,RB,5,5.0,100
7,7,Mike Evans,WR,4,4.0,100
7,7,Tucker Kraft,TE,3,3.0,100
7,7,Bhayshul Tuten,RB,2,2.0,100
7,7,George Kittle,TE,1,1.0,100
7,7,Jaylen Warren,RB,1,1.0,100
7,8,Jaylen Warren,RB,31,31.0,100
7,8,Rico Dowdle,RB,25,25.0,100
7,8,Brock Purdy,QB,13,13.0,100
7,8,Alec Pierce,WR,11,11.0,100
7,8,Parker Washington,WR,8,8.0,100
7,8,Bo Nix,QB,6,6.0,100
7,8,Patrick Mahomes,QB,2,2.0,100
7,8,Mike Evans,WR,1,1.0,100
7,8,Aaron Jones,RB,1,1.0,100
7,8,Chuba Hubbard,RB,1,1.0,100
7,8,Josh Downs,WR,1,1.0,100
7,9,Aaron Jones,RB,40,40.0,100
7,9,Kenny Gainwell,RB,19,19.0,100
7,9,Josh Downs,WR,18,18.0,100
7,9,Rico Dowdle,RB,8,8.0,100
7,9,Chuba Hubbard,RB,8,8.0,100
7,9,Jared Goff,QB,5,5.0,100
7,9,Jakobi Meyers,WR,1,1.0,100
7,9,J.K. Dobbins,RB,1,1.0,100
7,10,Josh Downs,WR,33,33.0,100
7,10,J.K. Dobbins,RB,16,16.0,100
7,10,Kenny Gainwell,RB,15,15.0,100
7,10,Jared Goff,QB,14,14.0,100
7,10,RJ Harvey,RB,11,11.0,100
7,10,Aaron Jones,RB,5,5.0,100
7,10,Rashid Shaheed,WR,4,4.0,100
7,10,Jordan Love,QB,1,1.0,100
7,10,Justin Herbert,QB,1,1.0,100
7,11,Quentin Johnston,WR,44,44.0,100
7,11,Khalil Shakir,WR,38,38.0,100
7,11,Jacory Croskey-Merritt,RB,5,5.0,100
7,11,Josh Downs,WR,4,4.0,100
7,11,Tre Tucker,WR,3,3.0,100
7,11,Xavier Worthy,WR,3,3.0,100
7,11,Kyle Monangai,RB,1,1.0,100
7,11,Jordan Love,QB,1,1.0,100
7,11,Jordan Addison,WR,1,1.0,100
7,12,Jacory Croskey-Merritt,RB,27,27.0,100
7,12,Quentin Johnston,WR,25,25.0,100
7,12,Tre Tucker,WR,17,17.0,100
7,12,Xavier Worthy,WR,12,12.0,100
7,12,Blake Corum,RB,11,11.0,100
7,12,Josh Downs,WR,6,6.0,100
7,12,Rachaad White,RB,1,1.0,100
7,12,Jordan Mason,RB,1,1.0,100
7,13,Tre Tucker,WR,40,40.0,100
7,13,Jordan Mason,RB,21,21.0,100
7,13,Zach Charbonnet,RB,13,13.0,100
7,13,Xavier Worthy,WR,9,9.0,100
7,13,Blake Corum,RB,5,5.0,100
7,13,Jacory Croskey-Merritt,RB,5,5.0,100
7,13,Josh Downs,WR,3,3.0,100
7,13,Alvin Kamara,RB,2,2.0,100
7,13,Jerry Jeudy,WR,2,2.0,100
7,14,Tre Tucker,WR,34,34.0,100
7,14,Zach Charbonnet,RB,30,30.0,100
7,14,Jordan Mason,RB,18,18.0,100
7,14,Alvin Kamara,RB,9,9.0,100
7,14,Jerry Jeudy,WR,6,6.0,100
7,14,Xavier Worthy,WR,2,2.0,100
7,14,Blake Corum,RB,1,1.0,100
7,15,Jerry Jeudy,WR,31,31.0,100
7,15,Zach Charbonnet,RB,23,23.0,100
7,15,Alvin Kamara,RB,20,20.0,100
7,15,Jordan Mason,RB,9,9.0,100
7,15,Isiah Pacheco,RB,5,5.0,100
7,15,Brenton Strange,TE,5,5.0,100
7,15,Chris Rodriguez,RB,4,4.0,100
7,15,Tyrone Tracy,RB,1,1.0,100
7,15,Tre Tucker,WR,1,1.0,100
7,15,Jalen Coker,WR,1,1.0,100
7,16,Eddy Pineiro,K,30,30.0,100
7,16,Jake Bates,K,26,26.0,100
7,16,Harrison Butker,K,22,22.0,100
7,16,Tyler Loop,K,14,14.0,100
7,16,Cairo Santos,K,5,5.0,100
7,16,Harrison Mevis,K,2,2.0,100
7,16,Ka'imi Fairbairn,K,1,1.0,100
8,1,Amon-Ra St. Brown,WR,50,50.0,100
8,1,Jonathan Taylor,RB,36,36.0,100
8,1,Christian McCaffrey,RB,10,10.0,100
8,1,Jaxon Smith-Njigba,WR,3,3.0,100
8,1,Ja'Marr Chase,WR,1,1.0,100
8,2,Trey McBride,TE,35,35.0,100
8,2,Josh Allen,QB,34,34.0,100
8,2,Drake London,WR,22,22.0,100
8,2,James Cook,RB,5,5.0,100
8,2,Ashton Jeanty,RB,4,4.0,100
8,3,Javonte Williams,RB,59,59.0,100
8,3,Kyren Williams,RB,16,16.0,100
8,3,Chris Olave,WR,13,13.0,100
8,3,Breece Hall,RB,6,6.0,100
8,3,Zay Flowers,WR,5,5.0,100
8,3,Cam Skattebo,RB,1,1.0,100
8,4,Malik Nabers,WR,30,30.0,100
8,4,Zay Flowers,WR,26,26.0,100
8,4,Cam Skattebo,RB,15,15.0,100
8,4,Travis Etienne,RB,13,13.0,100
8,4,Ladd McConkey,WR,5,5.0,100
8,4,Kyren Williams,RB,4,4.0,100
8,4,DeVonta Smith,WR,4,4.0,100
8,4,Bucky Irving,RB,2,2.0,100
8,4,Emeka Egbuka,WR,1,1.0,100
8,5,D'Andre Swift,RB,49,49.0,100
8,5,Parker Washington,WR,24,24.0,100
8,5,Terry McLaurin,WR,14,14.0,100
8,5,Bucky Irving,RB,6,6.0,100
8,5,TreVeyon Henderson,RB,4,4.0,100
8,5,Ladd McConkey,WR,3,3.0,100
8,6,Travis Kelce,TE,37,37.0,100
8,6,Bhayshul Tuten,RB,20,20.0,100
8,6,D'Andre Swift,RB,17,17.0,100
8,6,Matthew Stafford,QB,11,11.0,100
8,6,Sam LaPorta,TE,9,9.0,100
8,6,TreVeyon Henderson,RB,3,3.0,100
8,6,Kyle Pitts,TE,2,2.0,100
8,6,David Montgomery,RB,1,1.0,100
8,7,Parker Washington,WR,52,52.0,100
8,7,Alec Pierce,WR,18,18.0,100
8,7,Travis Kelce,TE,14,14.0,100
8,7,Mike Evans,WR,4,4.0,100
8,7,Jaylen Warren,RB,3,3.0,100
8,7,Tony Pollard,RB,3,3.0,100
8,7,Tucker Kraft,TE,2,2.0,100
8,7,Bhayshul Tuten,RB,2,2.0,100
8,7,George Kittle,TE,1,1.0,100
8,7,Rico Dowdle,RB,1,1.0,100
8,8,Jaylen Warren,RB,24,24.0,100
8,8,Brock Purdy,QB,22,22.0,100
8,8,Rico Dowdle,RB,21,21.0,100
8,8,Bo Nix,QB,15,15.0,100
8,8,Alec Pierce,WR,9,9.0,100
8,8,Chuba Hubbard,RB,4,4.0,100
8,8,Parker Washington,WR,2,2.0,100
8,8,Josh Downs,WR,1,1.0,100
8,8,Mike Evans,WR,1,1.0,100
8,8,Michael Pittman,WR,1,1.0,100
8,9,Aaron Jones,RB,44,44.0,100
8,9,Josh Downs,WR,19,19.0,100
8,9,Kenny Gainwell,RB,19,19.0,100
8,9,Chuba Hubbard,RB,6,6.0,100
8,9,Jared Goff,QB,5,5.0,100
8,9,J.K. Dobbins,RB,3,3.0,100
8,9,Jakobi Meyers,WR,2,2.0,100
8,9,Rico Dowdle,RB,2,2.0,100
8,10,Josh Downs,WR,34,34.0,100
8,10,J.K. Dobbins,RB,18,18.0,100
8,10,Kenny Gainwell,RB,17,17.0,100
8,10,Aaron Jones,RB,9,9.0,100
8,10,RJ Harvey,RB,8,8.0,100
8,10,Jared Goff,QB,8,8.0,100
8,10,Rashid Shaheed,WR,5,5.0,100
8,10,Rhamondre Stevenson,RB,1,1.0,100
8,11,Quentin Johnston,WR,45,45.0,100
8,11,Khalil Shakir,WR,27,27.0,100
8,11,Jacory Croskey-Merritt,RB,8,8.0,100
8,11,Xavier Worthy,WR,6,6.0,100
8,11,Tre Tucker,WR,4,4.0,100
8,11,Jordan Love,QB,4,4.0,100
8,11,RJ Harvey,RB,1,1.0,100
8,11,Kyle Monangai,RB,1,1.0,100
8,11,Baker Mayfield,QB,1,1.0,100
8,11,Rachaad White,RB,1,1.0,100
8,11,Josh Downs,WR,1,1.0,100
8,11,Jordan Mason,RB,1,1.0,100
8,12,Jacory Croskey-Merritt,RB,29,29.0,100
8,12,Quentin Johnston,WR,17,17.0,100
8,12,Blake Corum,RB,17,17.0,100
8,12,Tre Tucker,WR,11,11.0,100
8,12,Xavier Worthy,WR,10,10.0,100
8,12,Josh Downs,WR,10,10.0,100
8,12,Khalil Shakir,WR,4,4.0,100
8,12,Kyle Monangai,RB,1,1.0,100
8,12,Zach Charbonnet,RB,1,1.0,100
8,13,Tre Tucker,WR,53,53.0,100
8,13,Jordan Mason,RB,12,12.0,100
8,13,Zach Charbonnet,RB,9,9.0,100
8,13,Xavier Worthy,WR,8,8.0,100
8,13,Blake Corum,RB,6,6.0,100
8,13,Jacory Croskey-Merritt,RB,5,5.0,100
8,13,Jerry Jeudy,WR,4,4.0,100
8,13,Quentin Johnston,WR,1,1.0,100
8,13,Isiah Pacheco,RB,1,1.0,100
8,13,Rashid Shaheed,WR,1,1.0,100
8,14,Zach Charbonnet,RB,29,29.0,100
8,14,Tre Tucker,WR,26,26.0,100
8,14,Jordan Mason,RB,22,22.0,100
8,14,Alvin Kamara,RB,12,12.0,100
8,14,Blake Corum,RB,3,3.0,100
8,14,Jerry Jeudy,WR,3,3.0,100
8,14,Xavier Worthy,WR,2,2.0,100
8,14,Isiah Pacheco,RB,2,2.0,100
8,14,Jacory Croskey-Merritt,RB,1,1.0,100
8,15,Jerry Jeudy,WR,37,37.0,100
8,15,Zach Charbonnet,RB,25,25.0,100
8,15,Alvin Kamara,RB,19,19.0,100
8,15,Brenton Strange,TE,9,9.0,100
8,15,Rashid Shaheed,WR,3,3.0,100
8,15,Tre Tucker,WR,2,2.0,100
8,15,Tyrone Tracy,RB,2,2.0,100
8,15,Jordan Mason,RB,1,1.0,100
8,15,Chris Rodriguez,RB,1,1.0,100
8,15,Isiah Pacheco,RB,1,1.0,100
8,16,Eddy Pineiro,K,43,43.0,100
8,16,Harrison Butker,K,22,22.0,100
8,16,Tyler Loop,K,16,16.0,100
8,16,Jake Bates,K,15,15.0,100
8,16,Cairo Santos,K,3,3.0,100
8,16,Harrison Mevis,K,1,1.0,100
9,1,CeeDee Lamb,WR,48,48.0,100
9,1,Jonathan Taylor,RB,27,27.0,100
9,1,Amon-Ra St. Brown,WR,22,22.0,100
9,1,Christian McCaffrey,RB,3,3.0,100
9,2,Trey McBride,TE,53,53.0,100
9,2,Drake London,WR,24,24.0,100
9,2,Josh Allen,QB,14,14.0,100
9,2,James Cook,RB,5,5.0,100
9,2,Ashton Jeanty,RB,3,3.0,100
9,2,De'Von Achane,RB,1,1.0,100
9,3,Javonte Williams,RB,51,51.0,100
9,3,Kyren Williams,RB,21,21.0,100
9,3,Chris Olave,WR,14,14.0,100
9,3,Zay Flowers,WR,5,5.0,100
9,3,Breece Hall,RB,5,5.0,100
9,3,Cam Skattebo,RB,3,3.0,100
9,3,Nico Collins,WR,1,1.0,100
9,4,Zay Flowers,WR,29,29.0,100
9,4,Cam Skattebo,RB,28,28.0,100
9,4,Malik Nabers,WR,15,15.0,100
9,4,Kyren Williams,RB,14,14.0,100
9,4,Travis Etienne,RB,7,7.0,100
9,4,DeVonta Smith,WR,3,3.0,100
9,4,Ladd McConkey,WR,2,2.0,100
9,4,Javonte Williams,RB,1,1.0,100
9,4,Bucky Irving,RB,1,1.0,100
9,5,D'Andre Swift,RB,52,52.0,100
9,5,Parker Washington,WR,31,31.0,100
9,5,TreVeyon Henderson,RB,7,7.0,100
9,5,Terry McLaurin,WR,6,6.0,100
9,5,Bucky Irving,RB,2,2.0,100
9,5,Bhayshul Tuten,RB,2,2.0,100
9,6,Travis Kelce,TE,27,27.0,100
9,6,Bhayshul Tuten,RB,20,20.0,100
9,6,D'Andre Swift,RB,20,20.0,100
9,6,TreVeyon Henderson,RB,11,11.0,100
9,6,Sam LaPorta,TE,8,8.0,100
9,6,Matthew Stafford,QB,7,7.0,100
9,6,Kyle Pitts,TE,5,5.0,100
9,6,Tony Pollard,RB,1,1.0,100
9,6,David Montgomery,RB,1,1.0,100
9,7,Parker Washington,WR,56,56.0,100
9,7,Alec Pierce,WR,15,15.0,100
9,7,Mike Evans,WR,8,8.0,100
9,7,Jaylen Warren,RB,8,8.0,100
9,7,Travis Kelce,TE,6,6.0,100
9,7,Tony Pollard,RB,4,4.0,100
9,7,Rico Dowdle,RB,2,2.0,100
9,7,Tucker Kraft,TE,1,1.0,100
9,8,Bo Nix,QB,35,35.0,100
9,8,Brock Purdy,QB,26,26.0,100
9,8,Jaylen Warren,RB,17,17.0,100
9,8,Alec Pierce,WR,8,8.0,100
9,8,Rico Dowdle,RB,7,7.0,100
9,8,Dak Prescott,QB,2,2.0,100
9,8,Chuba Hubbard,RB,2,2.0,100
9,8,Tony Pollard,RB,1,1.0,100
9,8,Mike Evans,WR,1,1.0,100
9,8,Parker Washington,WR,1,1.0,100
9,9,Aaron Jones,RB,39,39.0,100
9,9,Josh Downs,WR,20,20.0,100
9,9,Kenny Gainwell,RB,16,16.0,100
9,9,Chuba Hubbard,RB,8,8.0,100
9,9,Rico Dowdle,RB,6,6.0,100
9,9,Jared Goff,QB,6,6.0,100
9,9,J.K. Dobbins,RB,4,4.0,100
9,9,RJ Harvey,RB,1,1.0,100
9,10,Josh Downs,WR,30,30.0,100
9,10,Kenny Gainwell,RB,23,23.0,100
9,10,J.K. Dobbins,RB,21,21.0,100
9,10,Jared Goff,QB,9,9.0,100
9,10,Aaron Jones,RB,8,8.0,100
9,10,RJ Harvey,RB,5,5.0,100
9,10,Rashid Shaheed,WR,4,4.0,100
9,11,Quentin Johnston,WR,48,48.0,100
9,11,Khalil Shakir,WR,27,27.0,100
9,11,Jacory Croskey-Merritt,RB,7,7.0,100
9,11,Xavier Worthy,WR,7,7.0,100
9,11,Tre Tucker,WR,4,4.0,100
9,11,Josh Downs,WR,3,3.0,100
9,11,Blake Corum,RB,2,2.0,100
9,11,Jordan Love,QB,1,1.0,100
9,11,Jordan Addison,WR,1,1.0,100
9,12,Jacory Croskey-Merritt,RB,34,34.0,100
9,12,Quentin Johnston,WR,17,17.0,100
9,12,Blake Corum,RB,15,15.0,100
9,12,Xavier Worthy,WR,12,12.0,100
9,12,Josh Downs,WR,12,12.0,100
9,12,Tre Tucker,WR,9,9.0,100
9,12,Kyle Monangai,RB,1,1.0,100
9,13,Tre Tucker,WR,52,52.0,100
9,13,Xavier Worthy,WR,11,11.0,100
9,13,Jordan Mason,RB,10,10.0,100
9,13,Zach Charbonnet,RB,7,7.0,100
9,13,Blake Corum,RB,7,7.0,100
9,13,Jacory Croskey-Merritt,RB,5,5.0,100
9,13,Jerry Jeudy,WR,5,5.0,100
9,13,Alvin Kamara,RB,2,2.0,100
9,13,Josh Downs,WR,1,1.0,100
9,14,Tre Tucker,WR,29,29.0,100
9,14,Jordan Mason,RB,26,26.0,100
9,14,Zach Charbonnet,RB,22,22.0,100
9,14,Alvin Kamara,RB,11,11.0,100
9,14,Jerry Jeudy,WR,7,7.0,100
9,14,Xavier Worthy,WR,2,2.0,100
9,14,Blake Corum,RB,1,1.0,100
9,14,Isiah Pacheco,RB,1,1.0,100
9,14,Chris Rodriguez,RB,1,1.0,100
9,15,Jerry Jeudy,WR,33,33.0,100
9,15,Zach Charbonnet,RB,20,20.0,100
9,15,Alvin Kamara,RB,19,19.0,100
9,15,Isiah Pacheco,RB,10,10.0,100
9,15,Jordan Mason,RB,5,5.0,100
9,15,Brenton Strange,TE,5,5.0,100
9,15,Tyrone Tracy,RB,2,2.0,100
9,15,Rashid Shaheed,WR,2,2.0,100
9,15,Chris Rodriguez,RB,2,2.0,100
9,15,Tre Tucker,WR,1,1.0,100
9,15,Terrance Ferguson,TE,1,1.0,100
9,16,Eddy Pineiro,K,35,35.0,100
9,16,Harrison Butker,K,29,29.0,100
9,16,Jake Bates,K,20,20.0,100
9,16,Tyler Loop,K,8,8.0,100
9,16,Cairo Santos,K,6,6.0,100
9,16,Ka'imi Fairbairn,K,2,2.0,100
10,1,Justin Jefferson,WR,45,45.0,100
10,1,CeeDee Lamb,WR,38,38.0,100
10,1,Jonathan Taylor,RB,11,11.0,100
10,1,Amon-Ra St. Brown,WR,6,6.0,100
10,2,Trey McBride,TE,59,59.0,100
10,2,Drake London,WR,25,25.0,100
10,2,James Cook,RB,8,8.0,100
10,2,Josh Allen,QB,7,7.0,100
10,2,Ashton Jeanty,RB,1,1.0,100
10,3,Javonte Williams,RB,47,47.0,100
10,3,Kyren Williams,RB,32,32.0,100
10,3,Chris Olave,WR,12,12.0,100
10,3,Breece Hall,RB,3,3.0,100
10,3,Zay Flowers,WR,3,3.0,100
10,3,Cam Skattebo,RB,3,3.0,100
10,4,Zay Flowers,WR,36,36.0,100
10,4,Cam Skattebo,RB,24,24.0,100
