full_name,position,team,age,bye_week,status,years_exp,player_id,espn_id,yahoo_id,sportradar_id
Daniel Arias,WR,,25.0,,Active,1.0,11184,,,86ff1f70-e8fd-11ed-a8d2-1345be16ddc4
Manasseh Bailey,WR,,24.0,,Active,2.0,7400,4030747.0,32962.0,47b787d0-d4cb-49a3-8383-c3986bde0bdf
Riley Lees,WR,,,,Active,1.0,7988,,,e87555f2-309d-4c68-aed2-aefbfc09cbf0
Xavier Ubosi,WR,,27.0,,Inactive,3.0,6322,4239830.0,32388.0,93f30885-c363-491d-aac5-66981387ddd2
Devon Allen,WR,,29.0,,Active,2.0,8411,,,e6f45e70-b764-11ec-a4d3-55a371b2b89a
Mark Weisman,RB,,33.0,,Active,10.0,2943,,28981.0,3321df20-edb0-4628-9333-f1240f160bb1
Matt Bushman,TE,,28.0,,Active,3.0,7992,,,380b6bd1-1ef3-4cc2-bf3f-c992ba1151e7
Michael Woods,WR,,26.0,,Inactive,4.0,8202,,,70c462de-b1b5-4c07-8ba2-eb33f3075893
Marvin Jones,WR,,33.0,,Active,11.0,1067,15072.0,25876.0,1a2fbc23-e6db-4d2f-a152-2c774341b7c4
Chris Conley,WR,,32.0,,Active,10.0,2381,2578533.0,28464.0,bd01d907-cd57-48cb-9136-5692a4764a20
Ja'Tavion Sanders,TE,CAR,23.0,,Active,2.0,11600,,,ffd2ff3f-4b56-4232-be8e-bf163c29f406
Sefo Liufau,QB,,27.0,,Inactive,5.0,4475,3052118.0,30476.0,f8ec6809-47cb-448f-89cf-d5a816dae498
Brian Vogler,TE,,29.0,,Active,7.0,2917,,28693.0,38374432-c4e4-4cfc-8710-c62783a44461
LeSean McCoy,RB,,33.0,,Injured Reserve,13.0,676,12514.0,9317.0,166292fc-629e-4c7b-b7bf-f572ca9eeb43
Isaac Rex,TE,,26.0,,Active,1.0,12126,,,1698fb80-07be-11ef-a7ec-7bc1e8f73f85
Andy Borregales,K,NE,23.0,,Active,1.0,12713,,,80dce1ba-c997-47e6-a37e-e92fefcbdc1b
Austin Walter,RB,,27.0,,Active,5.0,6553,3123857.0,32383.0,e25b6e0d-efa3-4425-bab6-5f846b902195
Myles Gaskin,RB,,28.0,,Active,6.0,5980,3886818.0,32066.0,cad49098-1523-4e52-9f50-caa3423e1bb6
Taylor Gabriel,WR,,30.0,,Injured Reserve,8.0,1903,17437.0,28234.0,4b3677f5-712e-43f2-b7bb-51ac6f291b86
Tanner McKee,QB,PHI,26.0,,Active,3.0,9230,,,93147c90-09c8-471d-a6b2-0b9d19739ba1
Durham Smythe,TE,BAL,30.0,,Active,8.0,5008,3052897.0,31093.0,7e42a22a-c47b-4387-aeeb-2cc2e76dc1d8
James Butler,RB,,26.0,,Active,4.0,5785,3124608.0,31781.0,e528d5ca-0033-42f7-b4ff-509fa84b3046
Ventell Bryant,WR,,25.0,,Active,3.0,6628,3138760.0,32556.0,85325fdc-da47-4992-af60-a20d0b1ec980
Armani Rogers,TE,,27.0,,Active,3.0,8665,,,6a3edb00-ca63-11ec-bdda-4fe5bed84950
Mohamed Ibrahim,RB,,25.0,,Active,1.0,10651,,,7d6f5ee0-ec6b-11ed-9b18-c341fbcec642
Josh Malone,WR,,26.0,,Active,5.0,4160,3115330.0,30241.0,c5a8b02c-d380-4f22-a690-b335001de8b7
Kyle Shurmur,QB,,25.0,,Active,3.0,6269,3915776.0,32366.0,ba1032c6-bcbd-430c-afae-40898b9e83bb
Javess Blue,WR,,32.0,,Active,10.0,2939,,28919.0,cecfb768-2650-490f-a580-d12c5aba0ac0
Dominik Eberle,K,,26.0,,Active,2.0,7314,3932960.0,33352.0,2bd96d27-08b2-42b3-ad89-b01442c07fe2
Quentin Johnston,WR,LAC,24.0,,Active,3.0,9754,,,e648bc98-bc81-44d0-8d4b-b9223c497ff4
Josh Crockett,WR,,26.0,,Active,4.0,5760,4350798.0,31758.0,f858a3b1-7ecd-4caa-be5e-7d1e6b66523b
Jordan Nubin,RB,,,,Active,0.0,14018,,,c9e9e5f0-4be1-11f1-89e7-bbe201bbc28c
Bo Scarbrough,RB,,25.0,,Active,4.0,5112,3126367.0,31206.0,5df36deb-d147-42e9-9059-11cb86d35b43
,DEF,NYG,,,,,NYG,,,
Mike Davis,RB,,29.0,,Active,7.0,2431,3025433.0,28514.0,e311a7a2-eddb-439c-86b4-b1f1984186bc
Nicholas Singleton,RB,TEN,22.0,,Active,0.0,13288,,,0111286e-ef59-40dd-97e8-967204490e34
Trent Steelman,WR,,35.0,,Active,12.0,2752,2469123.0,29173.0,7c3c06ea-0b4f-418c-bef2-935f2bc209cf
Justin Stockton,RB,,26.0,,Active,4.0,5800,3139485.0,31795.0,40e3d913-a28a-4e51-8618-70ac40382dc6
Zach Conque,QB,,27.0,,Active,5.0,4607,2979985.0,30800.0,6c5c5f15-33d2-4df5-af4e-e026755d2d65
Xavier Wade,WR,,,,Active,1.0,12363,,,fff15d40-0ca5-11ef-91b0-fb901e75cbf0
Sean Brown,WR,,,,Active,0.0,13867,,,f9bc2eb0-4320-11f1-9d02-4b05218ebe00
Michael Ezeike,TE,,23.0,,Active,1.0,11126,,,982240a0-e78d-11ed-8283-4d4a69db5285
D.J. Montgomery,WR,,29.0,,Active,7.0,6453,4249030.0,32283.0,021f2c32-0876-4db3-9605-e829f7d449d7
Chris Warren,RB,,25.0,,Active,4.0,5587,3929855.0,31514.0,86b05ebc-a22f-46a4-b521-67cc0b1fa206
Isaiah Bond,WR,CLE,22.0,,Active,1.0,12503,,,6ceb1330-795d-11f0-aadf-fbc926339e02
David Wells,TE,,29.0,,Active,6.0,5235,3047536.0,31283.0,268c8b1e-b217-474d-a92f-4f924273c938
,DEF,TEN,,,,,TEN,,,
John Franklin,WR,,27.0,,Inactive,4.0,5705,4035496.0,31712.0,50d378c3-a33e-4f30-a5be-7c13bf52ff66
Hayden Hatten,WR,,24.0,,Active,1.0,11607,,,43f04d90-071e-11ef-84f6-65c4adbbebfc
Dillon Johnson,RB,,23.0,,Active,1.0,11580,,,afad59f0-0701-11ef-b0ca-3d2ccff3ed8f
Corey Coleman,WR,,28.0,,Active,6.0,3177,2978929.0,29249.0,6efb8027-b537-4dd1-883f-459450708ad4
Jordan Johnson,RB,,27.0,,Active,5.0,4537,2972311.0,30595.0,759acb8f-6ff5-4692-8f56-b6e20c9372e1
Chad Beebe,WR,,28.0,,Active,4.0,5570,3047968.0,31508.0,50eb4454-71bf-4012-a216-2fc9770ffd86
Winston Wright,WR,,,,Active,2.0,13238,,,1d7ae9d0-6975-11f0-84e2-a3646029be6f
Luke Drzewiecki,K,,,,Active,0.0,13731,,,3e10b5e0-4277-11f1-9f7e-d53868f21755
Riley Nowakowski,TE,PIT,24.0,,Active,0.0,13433,,,d85be8f9-009d-4de5-838d-1cb07e4105cc
Drake Dabney,TE,GB,24.0,,Active,1.0,13210,,,7afbcb90-2f70-11f0-8052-89a0c8fe065f
Matt Moore,QB,,37.0,,Inactive,15.0,233,11128.0,8544.0,76d7615e-8eb5-4761-b6a6-1e895d01baf3
Jon Hilliman,RB,,26.0,,Active,3.0,6446,3122799.0,32238.0,6d882a8b-c34f-4de1-89d2-8ee71628e039
Mitchell Wilcox,TE,,28.0,,Active,5.0,6894,3923392.0,33171.0,b2d98b60-b4b3-4610-81d2-2154c723fdbb
Anthony Landphere,TE,,,,Active,0.0,12786,,,97efce10-231b-11f0-9a1f-41aef7872c59
Josh Woodrum,QB,,29.0,,Active,6.0,3440,2575214.0,29870.0,a798a651-cd63-4007-9c30-0af0d4c5c1ee
Brandon Radcliff,RB,,28.0,,Active,5.0,4806,2970183.0,30533.0,bab97866-4834-4b76-a712-fb7069a5f803
Micah Simon,WR,CAR,,,Active,1.0,7618,,,3714df7a-a59f-4f0b-8689-0ba0a5ada62a
Adonai Mitchell,WR,NYJ,23.0,,Active,2.0,11625,,,190dbc97-2b7c-4023-b6b0-5729b854b60b
Hayden Rucci,TE,SF,25.0,,Active,2.0,12389,,,4fb37ab0-0efa-11ef-842a-77fe9b74fabd
Deante' Gray,WR,,27.0,,Active,5.0,4610,2971543.0,30806.0,c79d7ce0-e824-4447-9911-407ba962b4ce
Kayaune Ross,WR,,27.0,,Active,4.0,5747,4035069.0,31743.0,97961b4d-48d4-49a9-b738-0c984888f0ba
La'Michael Pettway,TE,,27.0,,Active,5.0,11540,,,923eced0-30ce-11ee-8fbd-81fcc6efc3e8
Devin Mahina,TE,,36.0,,Active,10.0,2922,,28862.0,24df305a-d226-4822-9b7e-54e645a90102
Cam Akers,RB,,26.0,,Active,6.0,6938,4240021.0,32722.0,74980532-8158-4b56-91db-5053878737b4
Will Hastings,WR,,25.0,,Inactive,2.0,7367,3916927.0,33017.0,5d52e146-9f64-4b04-bcea-b5ae28a027de
Malik Knowles,WR,,25.0,,Active,2.0,11080,,,92c1bb40-e760-11ed-8ec4-41a3d2446364
Tony Poljan,TE,,25.0,,Active,1.0,7972,,,b9bcdb7f-2db2-4bf1-843c-9733f6fe8474
Jamal Agnew,WR,,30.0,,Active,8.0,4198,3061612.0,30278.0,c871b3a8-72c4-425e-a357-2de37e033c8d
Speedy Noil,WR,,26.0,,Active,5.0,4938,,30854.0,257c2ef8-cd08-4bab-b0bf-68e1957420de
Germie Bernard,WR,PIT,22.0,,Active,0.0,13274,,,d37b698e-7a10-4363-a859-6937c7d3e6f6
Malik Henry,WR,,24.0,,Active,3.0,6552,3917200.0,32323.0,1a97a708-09bb-4f04-94e0-8aac160de8db
Tahj Washington,WR,MIA,25.0,,Active,2.0,11821,,,298d990d-9fd4-4cdf-8fcd-a7c3043d17fd
Reggie Diggs,WR,,28.0,,Active,6.0,3655,,29690.0,4f24211d-94b6-4245-bb2e-7c8eca00e819
T.J. Pledger,RB,,22.0,,Active,1.0,8407,,,d607d750-d554-11ec-addb-6dd6dcd40f21
Mario Hull,WR,,32.0,,Active,10.0,2800,2515652.0,29154.0,b5745416-c048-4f01-8280-c2f2f31652cc
Jaret Patterson,RB,LAC,26.0,,Active,5.0,7537,,,82996e3b-b72d-41ca-8eb1-91e462ceff85
DJ Giddens,RB,IND,22.0,,Active,1.0,12471,,,73ffa6e6-7fb3-4f34-a856-38bfd62cca15
Jordan James,RB,SF,22.0,,Active,1.0,12467,,,c16040c3-7534-4eeb-956c-8ed3be9972ec
Beau Gardner,TE,,35.0,,Active,10.0,2909,,28821.0,57cfbffe-ed6b-417d-9ca6-8ffcc2ab4d55
Bryce Love,RB,,24.0,,Inactive,3.0,5889,3931398.0,31944.0,6cf9a842-dc3f-408a-887a-97b0b07d4289
Devante Davis,WR,,32.0,,Active,10.0,2577,2575955.0,,fa46801c-274e-42d0-bedc-7d5d63f92262
Chris Lacy,WR,,27.0,,Active,5.0,5661,3122430.0,31651.0,b2c4ef6b-4caf-4f4e-9cdd-3bd9f2e38d01
Hale Hentges,TE,,25.0,,Injured Reserve,3.0,6439,3925348.0,32295.0,fe7dea44-fd21-45e4-a8f0-1436e1108da1
Erik Ezukanma,WR,PHI,26.0,,Active,4.0,8114,,,7934c2db-a5f1-404c-a313-74a8aacd5946
Geronimo Allison,WR,,28.0,,Active,6.0,3503,3115913.0,29719.0,cadecca8-a102-43a5-9a0c-f7cef0b9a579
Chris Olave,WR,NO,26.0,,Active,4.0,8144,,,2375d572-a36c-4365-bb3f-87e156526e2f
Mike Washington,RB,LV,23.0,,Active,0.0,13305,,,b783f45a-16ea-4145-9f3a-fafaa1bb0058
Brenden Rice,WR,GB,24.0,,Active,2.0,11621,,,5c33558d-02fb-4c99-88d3-37083472c19f
Chris Myarick,TE,,30.0,,Active,7.0,6529,3138744.0,32442.0,002adaa8-5dc2-4b4b-95bc-53a38dce3849
Josh Allen,QB,BUF,30.0,,Active,8.0,4984,3918298.0,30977.0,3069db07-aa43-4503-ab11-2ae5c0002721
Antoine Green,WR,,25.0,,Active,2.0,11053,,,f1217707-a26f-405b-9e3d-680df3055743
Maurice Ffrench,WR,,24.0,,Active,2.0,7234,4036055.0,32944.0,7c9e5221-50be-4c58-89f9-aa61cf67ed25
James White,RB,,30.0,,Active,8.0,1848,16913.0,27658.0,39f70428-a78a-494c-8676-438d953c289e
Jackson Meeks,WR,DET,23.0,,Active,1.0,12938,,,be223960-250a-11f0-8c61-8d480134500e
Austin Watkins,WR,,26.0,,Active,3.0,7579,,,dda1c351-8148-4c26-9bc0-1d906065290f
Tommy Thomas,WR,,,,Active,0.0,14005,,,d3bf3d50-4bdc-11f1-89b8-e3e8fc320473
Tyler Harrell,WR,,24.0,,Active,1.0,12029,,,4c04be40-071d-11ef-bf9a-a769156804f1
Khalil McClain,WR,,22.0,,Active,1.0,7580,,,31155d8d-181f-4e7c-9fd7-979841837d22
Al Riles,WR,IND,24.0,,Active,1.0,4937,2980808.0,30839.0,
Quentin Skinner,WR,,24.0,,Active,1.0,12907,,,ee038220-24a0-11f0-a252-fd4c4ee58846
Nick Folk,K,ATL,41.0,,Active,19.0,650,10621.0,8432.0,b37c621e-1125-4c35-bea0-fcabb1527060
Jerome Lane,WR,,26.0,,Active,5.0,4328,3052561.0,30528.0,9cab6a71-0d75-4206-81b3-c808f1889bea
Julio Jones,WR,,35.0,,Active,13.0,947,13982.0,24793.0,0b3217b9-ba37-4222-95cb-a7a222441e8b
Reggie White,WR,,25.0,,Active,3.0,6261,3121225.0,32244.0,adcd3d89-a2f8-4bd1-adfe-8e47bf42ea4d
Jhamon Ausbon,WR,,22.0,,Active,1.0,7582,,,5a55bceb-bc9e-4d41-99d9-490f5e6441ad
Josh Downs,WR,IND,24.0,,Active,3.0,9500,,,dd227f4a-0785-482d-a28b-f231c7f3b73f
Anthony Gould,WR,IND,25.0,,Active,2.0,11762,,,f1f3f15f-f4a5-4d6e-b075-95f4815a384e
Kylen Granson,TE,TEN,28.0,,Active,5.0,7602,,,bcc0167c-05fd-4b23-981e-60b8784ceb33
Kalel Mullings,RB,TEN,23.0,,Active,1.0,12516,,,9983d47b-c955-4546-882f-4bd2a2a5ad42
David Martin-Robinson,TE,TEN,26.0,,Active,2.0,12357,,,dad0d560-0c9e-11ef-b2f4-ab1e3a869265
Joshua Perkins,TE,NYJ,28.0,,Active,6.0,3668,2578377.0,29654.0,9c18801d-bdaa-4036-9663-24280c763bcf
Christian Trahan,TE,,24.0,,Active,1.0,11231,,,add09de0-ea10-11ed-b2a1-fdf78a1cb73b
Pokey Wilson,WR,,26.0,,Active,2.0,11130,,,ff179350-e792-11ed-a48d-cfb30084e6b5
Jon Brown,K,,29.0,,Active,6.0,3805,3135726.0,29915.0,1a59e864-5282-4d94-b678-8537d524e181
Jordan Ellis,RB,,25.0,,Active,3.0,6318,3124022.0,32466.0,2e194e2d-74ff-4a70-9bef-724779bcea15
Dean Connors,RB,LAR,22.0,,Active,0.0,13315,,,faa89ce0-42a4-11f1-9d8f-414640fbdaef
Lamar Miller,RB,,30.0,,Active,10.0,1048,14886.0,25807.0,a212c5d8-67f8-48b9-99be-2c121ee56366
Will Dissly,TE,,29.0,,Active,8.0,5010,3127292.0,31090.0,383f4814-6836-4766-a297-fc063e8509cc
Ty Johnson,RB,BUF,28.0,,Active,7.0,6039,3915411.0,32018.0,96e6687b-2b89-4dd9-98df-6e7507cd82cf
Brandon Aiyuk,WR,SF,28.0,,Active,6.0,6803,4360438.0,32695.0,c90471cc-fa60-4416-9388-5aebb5d877eb
LeQuint Allen,RB,JAX,21.0,,Active,1.0,12544,,,14aedd06-41a6-41db-8c5e-05483f91570d
Chris Smith,RB,,23.0,,Active,1.0,11249,,,8a205de0-eac4-11ed-b2f6-07469fcf7f52
Zay Flowers,WR,BAL,25.0,,Active,3.0,9997,,,2b6d74b7-10fb-4f17-99c8-9bb557fb475b
Ervin Philips,RB,,26.0,,Active,4.0,5407,,31275.0,9e0a37e5-9814-4b43-a79d-0a51c97ec5c3
Keelan Doss,WR,,28.0,,Active,5.0,6032,3120980.0,32342.0,fcae1e29-5ca2-463e-92a6-0be893f5eb4a
Squirrel White,WR,,,,Active,0.0,13943,,,99957c70-4b00-11f1-9521-f5e84876e4cf
Greg Dulcich,TE,MIA,26.0,,Active,4.0,8172,,,b9e4a022-d15c-4cef-9879-170277f17207
Sam Cotton,TE,,27.0,,Active,5.0,4730,2974307.0,30876.0,353060b2-4477-4ed6-b0c5-0da0198669ed
Kody Case,WR,,24.0,,Active,1.0,11359,,,d36df130-edd8-11ed-ae96-776ecb979e22
Chris Finke,WR,,26.0,,Active,2.0,7092,,33196.0,4bee96b0-c9d6-4440-96a4-fffe5f14b3b7
Ify Umodu,WR,,32.0,,Active,10.0,2916,2506632.0,29145.0,95740c9e-a408-4306-a9a7-15e76811d3f2
Jadon Janke,WR,,25.0,,Active,1.0,12398,,,253d8f50-0fea-11ef-899f-df64868deec5
Zach Evans,RB,,24.0,,Active,2.0,9222,,,f7465712-9d52-4fce-8912-df714f7285e9
Sage Surratt,TE,,26.0,,Active,3.0,7576,,,9b56915f-c7c6-48df-84c8-ba78063fbe8d
Brock Rechsteiner,WR,NO,,,Active,0.0,14034,,,b9f53af0-4e07-11f1-b3af-b9ab72b57c06
Harold Fannin,TE,CLE,21.0,,Active,1.0,12506,,,8bdf2df7-b51c-4404-b153-8dc62b1e0845
Jonathan Adams,WR,,23.0,,Active,1.0,7613,,,99bcf74b-6733-4658-b918-535021328612
Josh Johnson,WR,,23.0,,Active,2.0,8222,,,35bb6da0-d321-11ec-8b77-45b1765fd110
Paul Geelen,K,,,,Active,0.0,13990,,,240352a0-4bd9-11f1-9cce-bd4cf4e8d6b1
Breshad Perriman,WR,,29.0,,Active,8.0,2331,2972460.0,28414.0,0dc98d11-34e4-46f6-96a6-7707c6f29500
Geordon Porter,WR,,,,Active,1.0,12093,,,0ecbab90-0733-11ef-9ac0-1f88cdf05070
E.J. Perry,QB,,26.0,,Active,2.0,8193,,,0d1c4a90-cd6d-11ec-8737-9957c846cd93
Quentin Moore,TE,WAS,,,Active,0.0,13870,,,93655d90-4329-11f1-9f9d-c3887298df33
Ryan Miller,WR,NYG,26.0,,Active,3.0,11421,,,edb7de00-f1b8-11ed-9bf1-7fd77a26dc1f
Chris Streveler,QB,,28.0,,Inactive,3.0,6778,3040206.0,32662.0,23461354-f2d7-4e36-9046-fe9cde6dd413
Josiah Deguara,TE,,29.0,,Active,6.0,7050,3914151.0,32764.0,7874d188-0fcd-4af9-9289-27c27e2bbd16
Briley Moore,TE,,24.0,,Active,1.0,7903,,,7656034d-8647-49e5-b0d4-b708423042ee
Shaun Wilson,RB,,26.0,,Active,4.0,5395,3116563.0,31278.0,3d36bdab-2521-44da-8ede-30226510c2b0
Kehinde Oginni,TE,,25.0,,Active,2.0,8706,,,09f3b2c0-ce0f-11ec-8f7c-f5226825ea6a
De'Lance Turner,RB,,26.0,,Active,4.0,5464,3928461.0,31425.0,b928bd74-ad93-4251-9c96-300bfa04857e
Jonnu Smith,TE,,30.0,,Active,9.0,4144,3054212.0,30213.0,e4f25a37-74de-4bfb-b6c9-f50a4fab0b87
Jack Plummer,QB,,25.0,,Active,1.0,12009,,,1897f020-070b-11ef-860e-85b981b3a108
Denzel Boston,WR,CLE,22.0,,Active,0.0,13346,,,a17e4b32-20bb-4552-855e-0aa3cf0bafab
Wan'Dale Robinson,WR,TEN,25.0,,Active,4.0,8126,,,582dfe0e-98f3-48a5-8a2d-a52baa926b05
Keilan Robinson,RB,,26.0,,Active,2.0,11773,,,de79955a-99ab-492e-9161-3544fd812dbd
Max Wittek,QB,,31.0,,Active,9.0,3551,2577244.0,29515.0,2fb8d62d-f01c-4477-af7f-bd93e40fb3c2
Lucas Krull,TE,DEN,27.0,,Active,4.0,8249,,,767b4820-cc9f-11ec-952e-a10f2c98fc4d
Hayden Large,TE,CHI,24.0,,Active,0.0,13712,,,766b7ed0-4271-11f1-b788-bb88ff156f8c
Luke Lundy,RB,,36.0,,Active,10.0,2914,,29039.0,35bfebaa-8532-47d8-a7d9-79730db1bdf3
Jonah Coleman,RB,DEN,22.0,,Active,0.0,13345,,,0ff54d6c-4d2a-4974-9815-b889e7dc293e
Xavier Smith,WR,LAR,28.0,,Active,3.0,11168,,,98b88de0-e8e5-11ed-ad77-290d92d9e505
Van Jefferson,WR,WAS,29.0,,Active,6.0,6853,3930066.0,32727.0,8e1285f7-6e4c-41e4-aac9-92e09f9f32b2
Andrew Mevis,K,,24.0,,Active,1.0,8775,,,9681deb0-cbb7-11ec-88c8-199e5defa0d2
Jeff Smith,WR,,27.0,,Active,5.0,6557,3929118.0,32533.0,767b1112-c77a-4a58-89b4-30f1ffa2a497
Ja'Kobi Lane,WR,BAL,22.0,,Active,0.0,13293,,,ea285842-4fdf-4b27-bd73-6bfd916c6bc5
Wayne Taulapapa,RB,,25.0,,Active,1.0,11537,,,932140a0-2d8e-11ee-8d33-c7332e65261c
Jimmie Hunt,WR,,34.0,,Active,10.0,2771,2514119.0,28929.0,efe5047c-a438-4b28-8778-df24f1cb67bd
Drew Ogletree,TE,IND,27.0,,Active,4.0,8489,,,59f460a8-b5af-40e6-840c-429762b278b3
Lamar Jordan,QB,,27.0,,Active,4.0,5239,3053315.0,31351.0,d45cb60d-b5d2-43e4-a202-97a43e7d2d27
Dennis Houston,WR,TB,27.0,,Active,4.0,8801,,,2fb00370-d30e-11ec-8b77-45b1765fd110
Kye Robichaux,RB,DET,23.0,,Active,1.0,12954,,,1b2c2360-250f-11f0-a5ff-67d677fc4b78
Ra'Shaun Henry,WR,,25.0,,Inactive,2.0,8571,,,b4d78bd0-ca1d-11ec-aeb5-1b91b32ddede
Javorius Allen,RB,,30.0,,Active,7.0,2430,2577253.0,28513.0,9173225c-4e88-4c87-ad78-41aa0d00a1be
Michael Wiley,RB,,24.0,,Active,2.0,11943,,,f2734220-0668-11ef-9381-bf0dc2a6d127
Malik Taylor,WR,,29.0,,Active,6.0,6239,4408988.0,32488.0,228b0dd8-3f75-4b60-90d1-59036858b8ae
Dallas Daniels,WR,,,,Active,1.0,11438,,,317bd180-f31e-11ed-b2c7-7543a2b9a221
Austin Allen,QB,,27.0,,Active,4.0,5286,3046412.0,31252.0,b8a2180f-a864-4358-ae73-c1ce006a4a7a
Jerrion Ealy,RB,,23.0,,Active,1.0,8120,,,3e59ec20-ce0d-11ec-8f7c-f5226825ea6a
Sherman Badie,RB,,27.0,,Active,4.0,5752,3041102.0,31748.0,80be80e9-8b41-49ac-919e-6a184a6f8f7c
Henry Ruggs,WR,,22.0,,Active,2.0,6789,4241475.0,32682.0,8a453858-7309-49ae-b8eb-de691847393f
Carter Bradley,QB,JAX,26.0,,Active,2.0,11851,,,30ee4a00-04fb-11ef-bec6-79d1846dfa68
Parker Romo,K,,28.0,,Active,2.0,8670,,,80f1ebc0-cc9e-11ec-952e-a10f2c98fc4d
Joey Slye,K,TEN,30.0,,Active,7.0,6528,3124084.0,32384.0,ef4998e0-c9ef-4afe-88ab-d09b48975a08
Samori Toure,WR,PHI,28.0,,Active,4.0,8235,,,02c808d8-6074-43db-b0d9-f69fab78f6d9
Carter Runyon,TE,LV,24.0,,Active,1.0,13122,,,a4af6950-2625-11f0-be8a-29068ea3d60c
Skyy Moore,WR,GB,25.0,,Active,4.0,8168,,,1c8a4510-786c-4bc2-a9e9-e491b688206f
MyCole Pruitt,TE,,32.0,,Active,10.0,2446,2508256.0,28531.0,f22b34cf-6ecf-4522-9c77-1da275dfda7d
Bryan Bennett,QB,,32.0,,Active,10.0,2567,2516976.0,28739.0,2aefdaa8-aeb3-4fe9-8df8-fcb0e7faae22
Garett Maag,WR,,23.0,,Active,1.0,11528,,,8af23a50-0161-11ee-8223-8f20f9132856
Marcus Rosemy-Jacksaint,WR,,23.0,,Active,1.0,11946,,,b3533d00-06ec-11ef-850d-099db5847c73
Keevan Lucas,WR,,26.0,,Active,5.0,4823,3052797.0,30936.0,35143cd8-ea28-4682-ae1e-b83f3ce6edb1
Courtland Sutton,WR,DEN,30.0,,Active,8.0,5045,3128429.0,31010.0,b55ae5ba-593f-4560-9cab-14e10698e01d
Nolan Henderson,QB,,24.0,,Active,1.0,11388,,,90e2c820-f01e-11ed-97df-a94b89ac5704
Jalin Hyatt,WR,NYG,24.0,,Active,3.0,9497,,,e5f9d339-a89f-4e47-9a84-b89f14550c05
,DEF,CHI,,,,,CHI,,,
Charles Jones,TE,,25.0,,Inactive,3.0,6591,3126263.0,32565.0,7b2e40ac-417d-4a86-b239-66bbe91c0bfc
Chris Rowland,WR,,24.0,,Active,2.0,7175,4052137.0,33066.0,40f11577-5646-4da3-99ba-ea8b038b17a3
Trey Palmer,WR,NO,25.0,,Active,3.0,9492,,,9a011241-f4b3-403a-af70-c9cdfd177054
De'Mard Llorens,RB,,27.0,,Active,5.0,4774,3050667.0,30866.0,abcb9503-376e-4335-9bdc-4a63c3975a15
Troymaine Pope,RB,,28.0,,Active,6.0,3934,2983319.0,30061.0,5a9401fc-e43e-43e8-9e63-dadecb12491b
Jody Fortson,TE,,29.0,,Active,6.0,6665,4408854.0,32600.0,a01ffd42-5fdb-42f8-95ab-157025e3fba8
Courtney Jackson,WR,TEN,25.0,,Active,1.0,12772,,,ce81b780-230d-11f0-912b-791b89a31e3d
Derek Wright,WR,,25.0,,Active,2.0,8570,,,6f02ee30-ca20-11ec-aeb5-1b91b32ddede
Zonovan Knight,RB,ARI,25.0,,Active,4.0,8122,,,53df5e30-d3bd-11ec-96a0-c3471a31202c
Chuba Hubbard,RB,CAR,27.0,,Active,5.0,7594,,,32205e74-b23f-420a-b312-465b29260745
Danny Etling,QB,,29.0,,Active,5.0,5120,3052450.0,31189.0,e2104140-4ce0-42a8-8b00-346b4a9258b2
Jerod Evans,QB,,27.0,,Active,5.0,4853,,30709.0,3e18b688-68ba-41c1-94ac-7dfab19e083e
Jason Croom,TE,,28.0,,Active,5.0,4536,2972240.0,30594.0,e17b5817-d955-42be-bb8d-e34d89f6dd71
DeSean Smith,TE,,27.0,,Active,5.0,4940,,30864.0,8c076589-88fe-43ea-9aaf-178312f2d4ee
Quartney Davis,WR,,24.0,,Active,2.0,6879,4035221.0,33027.0,5c54defd-6f6d-4884-9fcb-80343d2d72d3
Princeton Fant,TE,DAL,27.0,,Active,3.0,11508,,,4b51e190-f674-11ed-88a9-a32a17c14014
LaQuvionte Gonzalez,WR,,28.0,,Active,4.0,5427,3051813.0,31389.0,caab0f2a-00d6-413f-8ac1-8f01251d7ff9
Jaydon Mickens,WR,,30.0,,Active,8.0,3852,2978308.0,29978.0,a0498a95-9dc3-4df5-8f51-a1564fb3de57
Devaughn Vele,WR,NO,28.0,,Active,2.0,11834,,,2a638f35-a80a-46db-9722-12b49d45ab52
Ross Scheuerman,RB,,32.0,,Active,10.0,2981,,,4e814f09-f752-47a5-890d-29f5182b52b7
Joshua Karty,K,,24.0,,Active,2.0,11789,,,649bda12-5a56-45f7-aab9-e18ec3a88d96
Kyrese Rowan,WR,,25.0,,Active,1.0,13208,,,43d85f40-2f78-11f0-8abe-47b509daf5d5
Josh Pearson,WR,,24.0,,Active,2.0,7452,4368796.0,33294.0,3513b0ad-2b0b-4e07-a401-54cd04106ea2
Ray Lawry,RB,,25.0,,Active,4.0,5252,3123212.0,31564.0,29b6ebb9-1d22-464b-b7a1-e132057e0f28
Jordan Murray,TE,,25.0,,Inactive,2.0,11493,,,5618f010-f4bb-11ed-998c-1f7c5c03138a
Markese Stepp,RB,,24.0,,Active,1.0,12341,,,1520a9d0-0c94-11ef-a429-259b519355d3
Jake Roh,TE,,27.0,,Active,4.0,5246,3042888.0,31345.0,57793947-fce1-49a5-997a-10ed6ce5baff
DT Sheffield,WR,NYJ,25.0,,Active,0.0,13326,,,85b00920-42bb-11f1-93ca-a3f3ec2c9ea0
